OccID,OccNo,From,To,Moving,V Type,Hull Material,Year Built,Occ Type,Event Type,Damage,Region
7667,7667,27,27,1,3,2,1977,2,8,3,5
7666,7666,27,27,1,3,1,1953,2,8,3,1
7665,7665,0,26,1,5,3,1969,2,8,3,1
7663,7663,0,0,1,3,5,1962,1,4,3,4
7662,7662,0,27,0,3,1,1966,2,8,3,1
7661,7661,27,27,1,2,3,1957,1,2,0,2
7660,7660,27,27,1,3,2,1981,1,1,1,5
7659,7659,27,0,1,5,3,1984,1,7,0,4
7658,7658,27,27,1,3,5,1980,1,2,3,1
7657,7657,27,27,1,3,2,1979,1,5,3,3
7656,7656,27,194,1,2,3,1979,1,7,0,2
7655,7655,0,0,1,3,2,1928,1,2,3,1
7654,7654,27,27,0,2,3,1927,1,7,0,2
7653,500-21-576,193,10,1,5,3,1979,1,2,0,2
7652,7652,194,27,0,2,3,1976,1,7,0,2
7650,7650,27,27,1,3,5,1963,1,2,2,1
7649,7649,27,27,1,3,2,1973,1,1,3,1
7648,7648,194,0,1,2,3,1968,1,4,3,2
7647,7647,0,0,0,3,1,1984,1,5,3,5
7644,7644,27,0,0,3,2,1969,1,5,3,5
7643,7643,27,27,1,3,2,1964,1,8,3,5
7642,7642,27,27,1,3,2,1974,1,2,3,1
7641,7641,27,27,1,3,2,1950,1,2,0,5
7640,500-21-575,194,169,1,2,3,1969,1,5,3,2
7639,7639,0,0,0,3,2,1975,1,5,3,4
7638,7638,0,0,1,3,2,1975,1,7,0,4
7637,7637,27,27,1,3,2,1975,1,8,1,4
7636,500-21-573,194,27,1,2,3,1964,1,2,2,2
7635,7635,27,0,1,3,2,1978,1,5,3,4
7634,7634,194,0,1,2,3,1968,1,7,0,2
7633,7633,10,0,0,4,4,1970,1,4,3,2
7632,7632,27,0,1,3,2,1968,1,4,3,3
7632,7632,27,0,1,3,2,1951,1,4,3,3
7630,7630,0,0,0,3,2,1972,1,4,3,4
7630,7630,0,27,1,3,2,1961,1,4,3,4
7629,7629,27,27,1,2,3,1974,1,2,0,3
7628,7628,27,27,0,3,2,1981,1,5,3,4
7627,7627,0,27,0,3,2,1937,1,8,3,4
7626,500-21-572,27,27,1,2,3,1968,1,4,0,2
7625,7625,0,27,0,1,3,1962,1,1,0,4
7624,7624,27,27,1,5,3,1979,1,4,3,3
7624,7624,27,27,1,5,3,1966,1,4,3,3
7623,7623,27,27,1,3,5,1959,2,8,3,3
7622,7622,27,0,1,5,2,1975,2,8,3,1
7621,7621,0,0,1,3,2,1974,1,7,0,1
7620,7620,27,27,1,3,2,1978,1,2,1,1
7619,7619,27,27,1,3,2,1967,1,5,3,1
7618,7618,27,27,1,3,2,1976,1,2,0,4
7616,7616,0,0,0,3,2,1973,1,2,3,4
7615,7615,0,27,1,3,5,1970,1,2,3,1
7614,7614,27,27,0,3,1,1984,1,5,3,1
7613,7613,27,27,1,3,1,1942,1,2,3,1
7612,500-23-72,27,0,1,5,3,1979,2,3,3,3
7611,7611,27,0,1,3,2,1968,1,2,3,3
7610,7610,27,27,1,3,2,1947,1,2,0,3
7609,7609,27,27,1,3,2,1924,1,2,0,4
7608,7608,95,27,1,3,2,1969,1,4,3,4
7607,7607,27,27,1,3,2,1965,1,4,3,4
7606,7606,0,0,0,3,2,1975,1,4,3,5
7606,7606,144,27,1,3,2,1963,1,4,3,5
7605,7605,0,27,0,1,3,1965,1,7,0,1
7604,7604,27,27,1,2,3,1965,1,4,3,3
7604,7604,0,27,0,2,3,1972,1,4,3,3
7603,7603,0,0,1,3,2,1962,2,8,3,5
7602,7602,27,0,1,3,2,1977,2,8,3,3
7601,7601,27,27,1,3,2,1965,1,2,3,1
7600,7600,27,27,1,3,2,1968,1,5,3,4
7599,7599,27,0,1,3,2,1973,2,8,3,3
7598,7598,27,0,0,3,2,1981,1,4,3,4
7597,7597,27,27,1,3,2,1952,1,4,3,1
7597,7597,27,27,1,3,2,1956,1,4,3,1
7596,7596,27,27,1,3,3,1979,1,4,3,2
7595,7595,27,27,1,3,2,1977,1,5,1,1
7594,7594,27,0,0,3,2,1965,1,4,3,3
7594,7594,27,27,1,3,2,1969,1,4,3,3
7593,7593,27,27,1,5,3,1969,1,5,3,3
7592,7592,27,27,1,2,3,1969,1,2,2,2
7591,7591,27,0,1,3,2,1943,1,5,1,1
7590,7590,27,0,1,2,3,1974,1,4,3,2
7589,7589,27,0,1,2,3,1969,1,4,3,2
7588,7588,27,0,1,3,2,1975,2,6,3,4
7587,7587,27,194,1,2,3,1982,1,4,3,2
7586,7586,0,0,1,2,3,1981,1,7,0,2
7585,7585,0,27,0,3,5,1962,1,5,3,1
7584,9708-1,0,0,0,3,2,1978,2,8,3,4
7583,7583,0,27,1,3,3,1978,1,5,3,5
7582,7582,27,0,1,3,5,1966,1,2,1,1
7581,500-21-574,27,27,1,2,3,1953,2,2,3,3
7580,7580,27,27,1,2,3,1954,1,4,0,3
7579,7579,27,27,1,3,2,1954,1,5,3,4
7578,7578,27,27,1,3,2,1957,1,5,3,4
7577,7577,0,27,0,3,2,1982,1,5,3,5
7576,7576,0,27,1,2,3,1957,1,4,3,2
7575,7575,27,0,1,3,2,1962,1,4,3,5
7574,7574,0,0,1,3,5,1969,2,6,3,4
7573,7573,27,27,1,5,3,1970,1,4,3,5
7573,7573,27,0,1,5,3,1968,1,4,3,5
7572,7572,0,27,1,3,2,1972,1,1,3,4
7571,7571,27,27,1,2,3,1966,1,2,0,2
7570,7570,27,27,1,2,3,1960,1,7,0,2
7569,7569,27,27,1,3,2,1980,2,8,3,3
7567,7567,27,27,1,5,3,1980,1,2,3,5
7566,7566,0,0,1,3,1,1977,1,2,3,3
7563,7563,27,0,1,3,1,1975,1,2,3,1
7562,7562,27,27,1,3,5,1982,2,6,3,3
7561,7561,0,0,1,3,2,1959,1,4,2,4
7560,500-23-71,193,27,1,4,3,1949,1,7,0,5
7559,7559,27,27,1,3,2,1983,2,7,0,3
7558,7558,27,27,1,2,3,1963,1,4,3,3
7557,7557,27,27,1,3,2,1944,1,8,3,1
7556,7556,27,27,1,5,3,1977,1,5,1,1
7555,7555,27,27,1,2,3,1980,1,4,3,2
7554,7554,0,0,1,3,1,1981,1,2,3,1
7553,7553,27,27,1,3,2,1938,1,7,0,4
7552,7552,27,27,1,2,3,1974,2,2,0,3
7551,7551,0,0,1,3,2,1964,1,4,3,4
7550,7550,27,133,1,2,3,1968,2,2,0,2
7549,7549,27,26,1,3,2,1968,1,2,1,1
7548,7548,194,194,1,3,2,1973,1,2,3,1
7547,7547,27,194,0,2,3,1972,1,1,3,2
7546,7546,27,27,1,3,2,1978,1,1,3,3
7545,7545,0,0,1,3,2,1968,1,1,3,5
7544,7544,102,27,1,2,3,1929,1,1,3,1
7543,7543,194,22,1,2,3,1952,1,1,0,3
7542,7542,27,27,1,3,2,1961,1,4,3,4
7541,7541,0,0,0,3,2,1977,1,1,2,4
7540,7540,27,27,1,2,3,1980,1,4,3,2
7539,7539,0,0,1,1,3,1969,1,2,0,1
7538,7538,0,0,1,3,2,1966,1,5,3,4
7537,7537,27,0,1,5,5,1969,1,2,3,1
7536,7536,27,27,1,3,2,1969,1,4,1,5
7535,7535,0,27,0,3,2,1969,1,1,3,1
7534,500-21-571,27,27,1,2,3,1977,1,2,2,1
7533,7533,0,27,0,3,1,1982,1,4,3,2
7532,7532,27,27,1,2,3,1982,1,1,3,3
7531,7531,27,27,0,3,2,1972,1,5,3,1
7529,7529,27,27,1,3,3,1961,1,7,0,3
7528,7528,27,27,1,3,2,1967,1,7,0,3
7527,7527,27,181,1,2,3,1974,1,4,1,2
7526,7526,27,27,1,3,5,1966,1,2,0,3
7525,7525,27,27,1,3,2,1966,2,6,1,5
7524,7524,27,27,1,3,2,1919,1,2,1,1
7523,7523,27,193,0,5,3,1976,1,7,0,2
7522,7522,27,181,1,2,3,1962,1,4,3,2
7521,7521,27,27,1,2,3,1979,1,1,3,3
7520,7520,27,0,1,3,2,1964,1,5,3,3
7519,500-21-570,27,27,1,2,3,1968,2,2,2,3
7518,7518,0,27,1,3,2,1941,1,4,2,4
7517,7517,0,0,0,3,2,1941,1,1,3,3
7516,7516,27,27,1,3,2,1961,1,8,3,5
7515,7515,0,194,1,2,3,1982,1,4,3,2
7514,7514,27,27,1,3,4,1954,1,2,0,1
7513,500-21-569,27,27,1,2,3,1940,1,2,0,3
7512,7512,27,27,1,3,3,1947,1,7,0,4
7511,7511,27,0,1,3,2,1926,1,5,3,4
7510,7510,27,27,1,2,3,1977,1,4,2,2
7509,7509,0,0,1,5,3,1975,1,4,3,4
7509,7509,0,0,1,5,3,1976,1,4,3,4
7508,7508,27,0,1,5,3,1967,1,1,2,5
7507,7507,27,27,0,5,3,1928,1,4,3,3
7507,7507,0,0,1,5,3,1978,1,4,3,3
7506,7506,27,27,1,3,2,1972,1,5,3,4
7505,7505,27,0,1,3,2,1887,1,2,2,1
7504,7504,27,0,1,3,2,1979,2,8,1,4
7503,500-21-568,27,27,1,2,3,1960,1,2,3,2
7502,7502,27,46,1,2,3,1973,1,4,1,3
7501,7501,27,27,1,3,2,1970,1,5,3,1
7500,7500,27,27,1,2,3,1967,1,1,2,2
7499,7499,0,27,1,3,2,1967,1,5,3,4
7498,7498,27,0,0,3,2,1978,1,5,3,4
7497,7497,26,27,1,3,2,1980,1,2,0,1
7496,7496,27,27,1,3,3,1979,1,1,3,5
7495,7495,27,27,1,3,2,1979,1,1,3,3
7494,7494,27,27,1,2,3,1978,1,4,3,2
7493,7493,194,0,0,2,3,1973,1,7,0,4
7492,7492,27,0,1,2,3,1969,2,2,0,2
7491,7491,27,27,1,3,3,1956,1,7,0,4
7490,7490,27,27,1,2,3,1984,1,1,3,5
7489,7489,105,27,1,2,3,1942,1,4,0,2
7487,7487,194,27,1,2,3,1979,1,1,2,4
7486,7486,27,27,0,3,2,1975,2,8,0,4
7485,7485,27,27,0,2,3,1982,1,1,3,2
7484,7484,27,194,1,2,3,1972,1,4,3,2
7483,7483,27,194,1,2,3,1982,1,4,3,2
7482,7482,27,46,1,2,3,1952,1,1,3,3
7481,7481,193,63,1,2,3,1975,1,7,0,3
7480,500-21-563,27,27,1,3,5,1974,1,8,3,5
7479,7479,27,0,0,3,2,1965,1,5,3,1
7478,500-21-565,27,27,1,5,5,1969,1,4,3,1
7478,500-21-565,26,27,1,5,5,1966,1,4,3,1
7477,7477,27,194,1,2,3,1968,1,7,0,2
7476,500-21-567,27,27,1,5,4,1965,1,8,3,1
7475,7475,27,27,1,3,2,1965,1,1,3,5
7474,7474,194,0,1,2,3,1974,1,4,3,7
7473,7473,27,27,1,3,2,1962,1,2,3,1
7472,7472,27,0,0,3,1,1976,1,5,3,1
7471,7471,27,27,1,2,3,1945,1,4,3,3
7470,7470,0,27,0,3,2,1971,1,5,3,5
7469,7469,27,27,1,3,3,1976,1,5,3,1
7468,7468,27,0,1,5,3,1959,1,7,0,5
7467,7467,27,27,1,3,1,1946,1,2,0,1
7466,7466,27,27,1,3,3,1976,2,8,1,4
7465,7465,27,27,1,2,3,1951,1,4,0,2
7464,7464,27,27,1,2,3,1982,1,4,0,2
7463,7463,27,27,1,2,3,1970,2,2,0,2
7462,7462,27,27,1,2,3,1940,1,1,3,3
7461,7461,27,27,1,2,3,1961,1,7,0,3
7460,7460,27,27,1,3,2,1968,1,4,2,1
7459,7459,169,194,1,2,3,1979,1,4,3,2
7458,500-21-562,20,27,1,2,3,1927,2,2,3,2
7457,7457,0,0,1,3,2,1978,1,1,3,5
7456,7456,0,27,1,2,3,1979,1,4,3,3
7456,7456,27,27,0,2,3,1963,1,4,3,3
7455,7455,194,27,1,2,3,1982,1,1,1,4
7453,7453,27,0,0,2,3,1970,1,7,0,1
7452,7452,193,27,1,2,3,1973,1,1,1,5
7451,7451,27,0,1,5,3,1970,1,1,3,4
7450,500-21-561,27,167,1,2,3,1970,1,2,3,3
7449,7449,27,27,1,3,3,1973,1,1,3,5
7448,7448,27,26,1,2,3,1969,1,4,3,1
7447,7447,0,0,1,3,1,1982,1,5,3,1
7446,7446,27,0,1,3,2,1980,1,2,1,1
7444,7444,27,27,1,3,2,1981,1,7,0,4
7443,500-21-560,27,63,1,2,3,1983,1,2,2,1
7442,7442,27,0,1,3,3,1982,1,1,3,2
7438,500-21-564,27,0,1,5,3,1956,1,2,2,2
7437,7437,27,27,1,3,2,1956,1,1,1,3
7436,7436,27,27,1,2,3,1981,1,7,0,2
7435,7435,27,27,1,3,2,1983,2,6,3,5
7434,7434,193,27,1,2,3,1975,1,1,2,3
7433,7433,27,27,1,5,3,1977,2,2,0,4
7432,7432,27,0,1,3,5,1973,1,1,2,5
7431,7431,27,27,1,3,3,1951,1,1,2,5
7430,7430,194,116,1,2,3,1982,1,4,1,7
7429,7429,27,27,1,3,2,1977,1,5,3,4
7428,7428,27,27,0,4,3,1958,1,4,3,3
7427,7427,0,0,0,3,2,1972,1,5,3,1
7426,7426,194,27,0,2,3,1973,2,2,3,2
7425,7425,27,27,1,2,3,1978,2,2,0,3
7423,7423,0,27,1,3,2,1979,1,1,2,4
7422,7422,0,0,1,3,2,1927,1,7,0,1
7421,7421,27,27,1,3,2,1926,1,5,3,1
7420,500-21-559,27,27,1,3,5,1963,1,8,3,5
7419,7419,27,0,1,5,3,1944,1,7,0,4
7418,500-23-70,27,0,1,5,3,1974,2,3,3,2
7417,7417,27,27,1,3,3,1941,1,7,0,5
7416,7416,27,27,1,2,3,1941,1,4,1,3
7415,7415,0,0,1,3,2,1970,1,8,3,1
7413,7413,0,0,1,3,3,2004,1,4,1,5
7412,7412,27,27,1,5,3,1981,1,1,1,4
7411,7411,27,27,1,3,3,1977,1,1,1,5
7410,7410,194,194,1,3,2,1962,1,4,3,1
7409,7409,0,0,1,3,5,1969,1,4,2,1
7408,7408,27,0,0,5,2,1982,1,5,3,4
7407,7407,27,27,1,3,3,1966,1,2,3,4
7406,500-23-69,102,27,0,2,3,1973,1,7,0,1
7405,7405,27,27,1,3,3,1978,1,7,0,5
7404,7404,27,27,1,5,3,1963,1,5,1,4
7403,7403,22,27,0,2,3,1983,1,2,3,3
7402,7402,27,27,1,3,3,1979,1,4,1,5
7401,7401,27,27,1,2,3,1945,1,1,2,5
7400,7400,27,27,1,2,3,1981,1,1,2,5
7399,7399,27,0,0,5,3,1956,1,8,1,1
7398,7398,27,0,0,3,2,1944,1,5,3,4
7397,7397,27,27,1,5,3,1973,1,2,2,5
7395,7395,0,0,0,3,2,1971,1,8,1,4
7394,7394,27,243,1,5,3,1976,1,7,0,5
7393,500-21-558,27,27,1,2,3,1972,1,4,1,1
7392,7392,27,27,1,3,3,1955,1,7,0,5
7391,7391,27,27,1,3,3,1971,1,7,0,5
7390,7390,27,27,1,3,3,1971,1,1,3,5
7389,7389,0,0,0,5,3,1972,1,5,3,1
7388,7388,27,27,1,3,2,1982,1,5,1,1
7387,7387,27,27,0,1,3,1937,1,5,3,1
7386,7386,27,27,1,3,2,1977,1,4,2,1
7385,7385,27,27,1,5,3,1982,1,4,3,4
7384,7384,27,27,1,2,3,1973,1,1,1,5
7383,7383,96,0,0,1,3,1952,1,4,3,7
7382,7382,27,27,1,5,3,1969,1,4,1,4
7381,7381,27,27,1,3,3,1960,1,1,3,5
7380,7380,27,27,1,4,3,1977,1,1,1,3
7379,7379,27,0,1,5,2,1960,1,2,0,1
7378,500-21-557,169,27,1,2,3,1966,1,4,3,3
7378,500-21-557,27,0,1,2,3,1972,1,4,3,3
7377,500-23-68,27,27,1,3,2,1975,1,7,0,1
7376,7376,0,0,1,5,4,1975,1,2,3,1
7375,7375,27,0,1,3,3,1954,1,1,2,5
7374,7374,0,0,1,3,3,1982,1,7,0,5
7373,7373,27,27,1,3,2,1974,1,8,3,4
7372,7372,27,27,1,3,5,1954,1,2,0,1
7371,7371,27,0,0,3,2,1961,1,5,3,4
7370,7370,27,0,1,3,4,1981,1,7,3,1
7368,7368,27,0,1,5,3,1966,1,1,2,5
7367,500-21-556,126,27,1,2,3,1968,1,5,3,4
7366,7366,0,0,0,3,5,1956,1,5,3,1
7365,500-23-67,27,27,0,2,3,1956,1,7,0,2
7364,7364,27,0,1,3,2,1967,1,5,3,4
7363,7363,27,0,1,5,3,1965,2,7,0,1
7362,7362,27,194,0,3,2,1973,1,5,3,4
7361,7361,27,0,1,5,3,1973,1,2,0,1
7360,7360,27,27,1,3,2,1938,1,8,3,1
7359,7359,0,27,1,3,1,1981,1,4,2,1
7358,7358,27,9,1,2,3,1972,2,8,1,3
7357,7357,0,0,1,3,1,1927,1,5,3,4
7356,7356,0,0,1,3,5,1973,1,2,3,1
7354,7354,27,27,1,3,5,1938,1,7,0,1
7353,7353,0,0,1,3,3,1979,1,1,3,5
7352,500-21-553,26,27,1,3,2,1971,1,8,3,1
7351,7351,27,27,1,3,2,1981,1,2,0,1
7350,7350,27,27,1,3,2,1979,1,8,3,5
7349,7349,27,27,1,3,2,1963,1,5,3,4
7348,7348,27,27,1,2,3,1963,1,1,2,5
7347,7347,27,27,1,3,2,1970,1,4,3,1
7347,7347,0,0,1,3,2,1966,1,4,3,1
7346,7346,27,27,1,5,3,1981,1,1,3,5
7345,7345,27,27,1,3,2,1971,1,5,3,4
7344,7344,27,27,0,2,3,1982,1,7,0,3
7342,7342,27,27,1,3,1,1966,2,8,3,1
7341,7341,27,42,1,2,3,1980,1,1,1,3
7340,7340,0,0,0,3,1,1954,1,1,2,5
7339,7339,27,27,1,1,3,1960,1,4,3,1
7339,7339,27,27,1,1,3,1964,1,4,3,1
7338,7338,27,27,1,3,3,1973,1,1,3,5
7337,7337,194,27,1,2,3,1979,1,1,3,5
7335,7335,27,27,1,5,3,1966,1,1,3,5
7334,7334,119,27,1,3,2,1967,1,5,3,4
7333,7333,0,27,1,5,2,1963,1,7,0,4
7332,7332,27,27,1,3,3,1974,1,7,0,4
7331,7331,27,10,0,2,3,1980,1,4,3,3
7331,7331,193,10,1,2,3,1977,1,4,3,3
7330,7330,125,27,1,2,3,1962,1,1,3,3
7329,7329,27,0,1,2,3,1931,2,6,3,4
7328,7328,27,27,1,3,3,1952,1,5,1,4
7326,7326,27,27,1,3,2,1973,2,8,3,4
7325,7325,0,0,0,3,3,1982,1,4,3,5
7325,7325,27,27,0,3,3,1927,1,4,3,5
7324,7324,27,0,1,2,3,1931,1,2,0,4
7323,7323,0,27,0,2,3,1971,1,7,0,2
7322,7322,27,27,1,3,2,1965,1,2,1,4
7321,7321,27,27,1,3,3,1952,2,8,3,4
7320,7320,2,27,1,2,3,1973,1,1,3,3
7319,7319,27,0,1,3,2,1981,1,4,3,4
7318,7318,27,27,1,2,3,1957,1,4,3,5
7318,7318,27,0,1,2,3,1962,1,4,3,5
7317,7317,27,0,1,3,3,1982,1,7,0,5
7316,7316,27,27,0,3,3,1967,1,1,3,5
7315,7315,0,0,0,5,3,1981,1,4,3,5
7315,7315,0,0,0,5,3,1982,1,4,3,5
7314,7314,0,0,1,3,2,1972,1,2,3,1
7313,7313,0,27,0,3,5,1974,1,5,3,4
7312,7312,27,27,1,3,2,1981,1,8,3,5
7311,7311,27,27,1,3,3,1972,1,5,3,5
7310,7310,27,27,1,2,3,1975,1,7,0,5
7309,7309,0,0,0,5,3,1970,2,6,0,2
7308,7308,27,27,1,5,3,1974,1,4,3,3
7307,7307,27,27,1,3,3,1982,1,1,2,5
7306,7306,27,27,1,3,3,1967,1,1,3,5
7305,7305,27,27,1,3,2,1977,1,8,3,5
7304,7304,27,27,1,2,3,1971,1,4,3,3
7302,7302,27,0,0,3,3,1977,1,4,3,1
7302,7302,0,0,0,3,3,1983,1,4,3,1
7301,7301,27,27,1,3,3,1928,1,1,3,5
7299,7299,27,27,1,3,3,1949,1,1,1,5
7298,500-21-552,27,27,1,2,3,1949,2,2,1,3
7297,7297,27,27,1,3,3,1967,1,2,0,4
7296,7296,0,27,0,3,1,1976,1,5,3,1
7295,7295,27,0,0,5,3,1974,1,7,0,3
7293,7293,0,0,0,3,2,1981,1,5,3,4
7292,7292,27,0,1,3,3,1965,1,2,2,1
7291,7291,27,27,1,3,1,1960,1,2,3,1
7290,7290,27,27,1,3,3,1973,1,2,3,4
7289,7289,194,27,1,2,3,1979,1,4,3,4
7288,7288,27,27,1,2,5,1951,1,8,3,1
7287,500-21-550,27,27,1,5,3,1980,1,8,3,2
7286,7286,27,27,0,1,3,1960,1,8,2,1
7285,7285,27,27,1,3,2,1969,1,5,2,4
7284,7284,0,27,1,3,1,1973,2,8,3,1
7283,500-21-548,27,27,1,1,3,1969,1,4,1,1
7282,7282,0,0,0,3,2,1965,1,5,3,4
7281,7281,0,0,1,3,1,1962,1,4,3,1
7280,500-21-551,27,27,1,3,2,1911,1,1,3,1
7279,500-21-547,194,27,1,3,3,1911,1,4,3,1
7279,500-21-547,10,27,1,3,3,1972,1,4,3,1
7278,7278,198,27,1,2,3,1947,1,7,0,4
7277,7277,194,27,0,2,3,1965,1,1,2,1
7276,7276,27,27,1,3,2,1967,2,1,3,5
7274,7274,27,0,1,3,2,1976,1,2,3,1
7273,500-21-549,27,27,1,2,3,1971,1,2,0,4
7272,7272,27,27,1,3,2,1976,1,5,2,4
7271,7271,26,27,1,3,5,1962,1,7,0,1
7270,7270,27,27,0,2,3,1967,1,7,0,2
7269,7269,10,27,1,5,3,1976,1,7,0,4
7268,7268,0,0,1,3,3,1963,1,2,3,1
7265,7265,27,96,1,2,3,1971,1,1,3,1
7264,7264,27,27,0,5,3,1982,1,7,0,4
7263,7263,27,27,1,4,5,1968,2,8,3,1
7262,7262,0,0,0,5,3,1949,2,2,0,1
7261,7261,0,0,0,5,3,1963,1,7,0,4
7260,7260,27,27,0,5,3,1968,1,4,3,4
7259,7259,194,194,1,2,3,1969,1,7,0,1
7258,7258,27,27,0,5,3,1956,1,7,0,3
7257,500-23-66,27,27,1,3,2,1975,1,7,0,4
7256,7256,0,0,1,3,3,1974,1,2,3,1
7255,7255,27,27,1,2,3,1964,1,4,3,4
7254,7254,0,0,1,3,1,1962,1,1,1,5
7253,7253,27,27,0,3,3,1925,1,2,3,5
7252,7252,0,0,1,5,3,1975,2,8,3,1
7251,7251,10,27,1,2,3,1965,1,2,1,3
7250,7250,10,27,1,2,3,1971,1,2,1,3
7249,7249,194,27,0,2,3,1973,1,4,3,1
7249,7249,96,27,1,2,3,1968,1,4,3,1
7248,7248,0,27,0,3,2,1952,1,5,3,1
7247,7247,27,27,1,3,2,1965,2,6,3,4
7246,7246,0,27,1,1,1,1972,1,8,3,1
7245,7245,27,27,1,2,3,1930,1,2,0,4
7244,7244,0,0,1,5,3,1972,1,4,3,4
7244,7244,0,0,0,5,3,1950,1,4,3,4
7243,7243,0,27,0,3,3,1971,1,2,3,4
7242,7242,0,0,1,2,3,1981,2,6,0,4
7241,7241,0,27,0,3,3,1972,1,2,3,4
7240,7240,0,27,0,3,2,1977,1,1,3,4
7239,7239,27,0,0,3,2,1961,1,5,3,5
7238,7238,27,27,1,2,3,1961,1,1,3,1
7237,7237,0,27,0,3,2,1954,1,5,3,4
7236,7236,27,194,1,2,3,1968,1,2,0,2
7234,7234,0,0,0,3,2,1968,1,5,1,4
7233,7233,27,96,1,2,3,1982,1,1,3,1
7232,7232,27,144,1,2,3,1982,1,2,0,4
7231,7231,27,27,0,3,3,1983,1,5,3,4
7230,500-21-545,27,0,1,2,3,1964,1,5,3,5
7229,7229,0,27,1,4,4,1963,1,4,3,1
7228,7228,0,193,0,3,2,1965,1,5,3,4
7227,7227,0,0,1,5,1,1974,1,2,3,1
7226,7226,27,27,1,3,2,1981,1,2,3,4
7225,7225,0,27,0,3,2,1968,1,1,3,4
7224,7224,0,0,0,3,3,1947,1,4,3,5
7224,7224,27,27,0,3,3,1974,1,4,3,5
7223,7223,27,0,0,2,3,1973,2,6,3,3
7222,7222,27,0,1,3,2,1967,1,5,3,1
7221,7221,27,27,1,3,2,1978,2,8,3,1
7220,7220,169,27,1,2,3,1949,1,5,3,5
7219,7219,193,10,1,2,3,1969,1,1,2,5
7218,7218,194,27,1,2,3,1962,2,2,0,2
7217,7217,0,27,0,4,2,1984,1,2,3,1
7215,7215,27,27,1,3,3,1972,1,2,3,4
7214,7214,27,27,1,2,3,1983,1,1,0,3
7213,7213,27,27,1,2,3,1964,1,4,1,1
7213,7213,194,194,1,2,3,1967,1,4,1,1
7212,7212,27,27,1,5,3,1965,1,2,3,4
7210,7210,0,0,1,3,2,1978,1,1,3,1
7209,500-21-544,27,27,1,5,3,1968,1,4,3,1
7209,500-21-544,27,27,1,5,3,1983,1,4,3,1
7208,7208,193,0,1,2,3,1982,1,4,2,5
7207,7207,0,0,0,3,2,1968,1,5,1,4
7206,7206,27,0,1,2,3,1972,2,3,0,1
7205,7205,27,27,1,2,3,1964,1,2,3,3
7204,7204,0,27,0,3,2,1952,1,8,3,1
7203,7203,27,27,0,3,2,1974,1,2,3,4
7201,7201,27,20,1,2,3,1944,1,4,2,2
7200,7200,0,27,0,1,3,1977,2,6,3,1
7199,7199,0,27,1,2,3,1979,1,4,3,2
7198,7198,27,0,1,3,2,1979,1,2,2,5
7196,7196,27,27,1,3,2,1983,1,2,2,4
7195,7195,27,27,1,5,3,1982,1,7,0,5
7194,7194,0,0,1,3,5,1971,1,1,3,4
7193,7193,27,0,1,5,2,1972,1,7,0,3
7191,7191,27,27,0,2,3,1978,1,1,2,3
7190,7190,10,94,1,2,3,1964,1,1,0,5
7189,7189,0,27,0,5,3,1925,2,6,3,4
7188,7188,27,27,1,2,3,1971,1,1,3,3
7187,7187,27,27,1,2,3,1979,1,4,2,2
7186,7186,27,27,1,3,1,1966,1,2,3,2
7185,7185,27,27,1,1,3,1982,2,3,0,1
7184,7184,27,27,1,3,2,1973,1,2,3,5
7182,7182,194,27,1,2,3,1963,1,4,3,2
7181,7181,27,27,0,3,1,1953,1,2,3,5
7180,7180,198,27,1,2,3,1974,1,7,0,4
7179,7179,0,27,0,3,2,1973,1,5,2,1
7178,7178,27,27,1,2,2,1979,1,8,3,4
7177,500-21-540,27,194,0,2,3,1982,1,4,3,2
7176,7176,27,27,1,3,3,1973,1,2,0,4
7174,7174,0,0,0,3,2,1961,1,5,3,4
7173,500-21-539,27,27,1,2,3,1980,1,2,1,1
7172,7172,194,27,1,2,3,1964,2,2,0,2
7171,7171,27,27,0,2,3,1975,1,7,0,2
7170,7170,0,194,0,2,3,1974,1,7,0,2
7169,7169,194,50,1,2,3,1975,1,4,3,2
7168,7168,0,0,1,5,3,1978,1,7,0,1
7167,7167,27,27,0,5,3,1982,1,4,3,4
7166,7166,0,0,1,2,3,1979,1,4,3,2
7165,7165,0,27,1,5,3,1981,1,7,0,5
7164,7164,0,0,1,3,2,1977,1,2,2,3
7163,7163,27,0,1,5,3,1979,2,8,3,1
7162,7162,27,27,1,2,3,1976,1,2,0,2
7161,7161,27,27,0,2,3,1979,2,2,2,5
7160,7160,0,0,1,3,2,1974,1,5,3,4
7159,7159,0,0,1,3,1,1976,1,4,3,1
7158,7158,27,0,0,5,3,1977,1,4,3,5
7158,7158,0,27,0,5,3,1977,1,4,3,5
7157,7157,194,27,1,2,3,1979,1,4,3,2
7156,7156,27,27,1,5,3,1980,1,7,0,1
7155,7155,194,27,1,2,3,1974,1,4,3,2
7154,7154,0,0,0,3,2,1974,2,8,3,4
7153,7153,0,0,0,3,2,1982,1,4,1,1
7152,7152,27,27,1,3,2,1964,1,2,3,4
7151,7151,27,27,1,3,3,1963,1,4,3,5
7150,7150,27,27,1,3,2,1979,1,8,3,4
7149,7149,27,27,1,5,3,1976,1,1,3,1
7147,7147,27,27,1,2,3,1979,2,2,0,4
7146,7146,27,27,1,2,3,1980,1,1,3,3
7145,7145,0,0,0,3,2,1975,1,5,1,4
