OccNo,OccYear,OccDate,OccClassID,OccurrenceType,OccSubType,AccIncType,AccIncSubType,Region,NearLocDescription,NearLocDistance,Latitude,Longitude,AreaType,PollutionIND,DGCargoReleaseIND,TotalFatalities,SeriousInjuries,NbVesselsInvolved,PrimaryVesselName,PrimaryVesselFlag,PrimaryVesselType,PrimaryVesselSubType,PrimaryVesselGrossTonnage,PrimaryVesselYearBuilt,PrimaryVesselYearRebuilt,PrimaryVesselActivityType,PrimaryVesselActivitySubType,PrimaryVesselLossIND,PRODUCTION_DT
M16C0129,2016,2016-08-24,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,CENTRAL REGION,"Rimouski, QC",6,48.54154,-68.6322,AT SEA (GENERAL),NO,NO,0,0,1,C. N. M. EVOLUTION,CANADA,FERRY,PASSENGER/VEHICLE,591,1997,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0304,2016,2016-08-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Swindle Island, BC",1.02,52.525,-128.4633,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,RELEVANT,UNITED STATES - US,FISHING,SEINER,57.8,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0305,2016,2016-08-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Roberts Bank Terminal, Delta, BC",,49.0195,-123.2996,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,DAILY KAIZEN,CANADA,FISHING,TRAP,9.25,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0306,2016,2016-08-24,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,"First Narrows Bridge, Vancouver, BC",0.1,49.31509,-123.1389,HARBOUR AREA,NO,NO,0,0,2,LA CHESNAIS,MALTA,CARGO - SOLID,BULK CARRIER,24604,,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0308,2016,2016-08-24,5,INCIDENT,INCIDENT,PERSON OVERBOARD,N/A,PACIFIC REGION,"Liard, River, BC",0,59.88713,-123.8524,RIVER,NO,NO,0,0,1,COOPER 412,CANADA,BARGE - CARGO SOLID,BARGE - BULK,207.82,,,,,NO,2018-08-15T10:01:40
M16A0303,2016,2016-08-25,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Deep Cove, NB.",4.25,44.61083,-66.9656,BAY,NO,NO,0,0,1,EXPECTATIONS,CANADA,FISHING,UNKNOWN,59.81,2004,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16C0130,2016,2016-08-25,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"Manitoulin Island, ON",17,45.48679,-82.7199,LAKE,NO,NO,0,1,1,CUYAHOGA,CANADA,CARGO - SOLID,BULK CARRIER,10532,1943,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16C0131,2016,2016-08-25,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"Amherstburg, ON",14,41.87164,-83.0408,LAKE,NO,NO,0,1,1,ALGOWOOD,CANADA,CARGO - SOLID,BULK CARRIER,21998,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16C0132,2016,2016-08-25,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Trois-Rivi�res, QC",0.3,46.30724,-72.5615,RIVER,NO,NO,0,0,1,BBC KANSAS,ANTIGUA AND BARBUDA,CARGO - SOLID,GENERAL CARGO,9611,2006,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16F0023,2016,2016-08-25,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,STRUCK BY VESSEL,FOREIGN WATERS,"Lome, Togo",31,6.06666,1.225,AT SEA (GENERAL),NO,NO,0,0,2,ALSTERSTERN,CANADA,CARGO - LIQUID,PRODUCT/CHEMICAL TANKER,11426,1994,,SERVICE,LIGHTERING,NO,2018-08-15T10:01:40
M16P0311,2016,2016-08-25,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"Amphitrite Point, BC.",12.93,48.80383,-125.8138,AT SEA (GENERAL),NO,NO,0,0,1,SHERRY C.,CANADA,FISHING,TROLLER,14.88,,,FISHING,FISHING,YES,2018-08-15T10:01:40
M16A0304,2016,2016-08-26,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"Yarmouth, NS",70,43.49133,-67.7196,AT SEA (GENERAL),NO,NO,0,0,1,TYLER,UNITED STATES - US,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0133,2016,2016-08-26,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"Pangnirtung, NU",0.1,66.15159,-65.7123,HARBOUR AREA,NO,NO,0,0,1,KIVIUQ I,CANADA,FISHING,UNKNOWN,346.03,1987,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0134,2016,2016-08-26,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,STRUCK BY VESSEL,CENTRAL REGION,"Helicopter Island, Chesterfield Inlet, Nunavut, Canada",0.8,63.93666,-93.6366,BAY,NO,NO,0,0,2,CLAUDE A. DESGAGNES,CANADA,CARGO - SOLID,GENERAL CARGO,9627,2011,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0312,2016,2016-08-26,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,PACIFIC REGION,"Bella Bella, BC",0,52.16274,-128.1413,HARBOUR AREA,YES,NO,0,0,1,NANCY LYNN,,FISHING,GILLNETTER,15,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0305,2016,2016-08-27,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"Cape Sable, NS",71,42.2115,-65.6,AT SEA (GENERAL),NO,NO,0,0,1,CAPE ISLAND PRINCE I,CANADA,FISHING,UNKNOWN,35.88,2003,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16A0306,2016,2016-08-27,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Brier Island, NS",2.5,44.20833,-66.4383,AT SEA (GENERAL),NO,NO,0,0,1,MEGA NOVA,CANADA,PASSENGER,PASSENGER ONLY,47.64,,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0310,2016,2016-08-27,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"Triangle Island, BC.",0.16,50.85566,-129.0885,BAY,NO,NO,0,0,1,CARA JILL,CANADA,FISHING,LONG LINER,13.2,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0307,2016,2016-08-28,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Salmon River, NS.",4.5,44.0008,-66.2341,BAY,NO,NO,0,0,1,HARD TO BELIEVE,CANADA,FISHING,TRAWLER,45.05,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0136,2016,2016-08-28,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,CENTRAL REGION,"Champlain, QC, Canada",0.9,46.42666,-72.35,RIVER,NO,NO,0,0,2,MAERSK PEMBROKE,NETHERLANDS,CARGO - SOLID,CONTAINER SHIP,31333,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0307,2016,2016-08-28,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,"First Narrows Bridge, Vancouver, BC",0.5,49.31506,-123.1376,HARBOUR AREA,NO,NO,0,0,2,BORACAY ISLAND,PANAMA,CARGO - SOLID,BULK CARRIER,23887,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0309,2016,2016-08-28,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Vargas Island, BC",58.12,48.83966,-127.3671,AT SEA (GENERAL),NO,NO,0,0,1,SHANDONG HONG TU,CHINA (HONG KONG S.A.R),CARGO - SOLID,BULK CARRIER,41260,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0313,2016,2016-08-28,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Alex Fraser Bridge, BC",0.67,49.15809,-122.9594,RIVER,NO,NO,0,0,1,SEASPAN 508,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,866,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0315,2016,2016-08-28,5,INCIDENT,INCIDENT,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,"Grenville Channel, BC",0,53.61666,-129.7166,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,SEA WARRIOR,UNITED STATES - US,FISHING,UNKNOWN,94,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0147,2016,2016-08-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Cap-Lumiere, NB.",3,46.63166,-64.6483,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ERICA,,FISHING,UNKNOWN,,,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16A0148,2016,2016-08-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Richibucto, NB",10,46.7805,-64.6766,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,DADDY'S BOY,CANADA,FISHING,UNKNOWN,16,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0308,2016,2016-08-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Richibucto, NB.",10,46.7805,-64.6766,AT SEA (GENERAL),NO,NO,0,0,1,DADDY'S BOY,CANADA,FISHING,TRAP,16,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0135,2016,2016-08-29,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"Windsor, ON",8,42.19083,-83.1305,RIVER,NO,NO,0,0,1,APPLEDORE IV,UNITED STATES - US,SAILING VESSEL,UNKNOWN,48,1989,,CARRIAGE OF PEOPLE,EXCURSION,NO,2018-08-15T10:01:40
M16C0137,2016,2016-08-29,3,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,CENTRAL REGION,"Grandes-Bergeronnes, QC",4.3,48.16527,-69.5438,AT SEA (GENERAL),NO,NO,0,3,1,C03097QC,CANADA,PASSENGER,PASSENGER ONLY,5,2002,,CARRIAGE OF PEOPLE,EXCURSION - WHALE WATCHING,NO,2018-08-15T10:01:40
M16C0140,2016,2016-08-30,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Amherst Island, Lake Ontario, ON",2.8,44.06216,-76.8003,LAKE,NO,NO,0,0,1,STEELCRAFT,CANADA,TUG,N/A,13.42,1945,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16F0016,2016,2016-08-30,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,FOREIGN WATERS,"River Rouge, MI, USA",0,42.2634,-83.1146,RIVER,NO,NO,0,0,1,CAPT. HENRY JACKMAN,CANADA,CARGO - SOLID,BULK CARRIER,19643,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0316,2016,2016-08-30,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Alert Bay, BC",0.77,50.60541,-126.9707,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,LADY MARIE NO. 1,CANADA,FISHING,UNKNOWN,11.3,1968,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0317,2016,2016-08-30,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Roberts Bank, BC",0.25,49.011,-123.1741,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,CORAL RING,PANAMA,CARGO - SOLID,BULK CARRIER,35659,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0318,2016,2016-08-30,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"Esquimalt Graving Dock, Esquimalt, BC",0.06,48.4362,-123.4286,HARBOUR AREA,NO,NO,0,0,1,SKEENA QUEEN,CANADA,FERRY,PASSENGER/VEHICLE,2652,1996,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16A0310,2016,2016-08-31,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Woods Harbour, NS",26,43.4595,-66.3316,AT SEA (GENERAL),NO,NO,0,0,1,KAYDEN CARL,CANADA,FISHING,UNKNOWN,89.6,2016,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0311,2016,2016-08-31,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Lamaline, NL.",61,46.3135,-57.0383,AT SEA (GENERAL),NO,NO,0,0,1,MERASHEEN VENTURE,CANADA,FISHING,UNKNOWN,53,1974,1997,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0324,2016,2016-08-31,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Jack Point,0.45,49.1744,-123.8886,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,QUINSAM,CANADA,FERRY,PASSENGER/VEHICLE,1457.94,1982,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0325,2016,2016-08-31,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Chemainus,0.65,48.93483,-123.7028,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,STAR DALMATIA,SINGAPORE,CARGO - SOLID,GENERAL CARGO,33601,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0359,2016,2016-08-31,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"Francois Lake, South terminal",,54.02685,-125.7711,LAKE,NO,NO,0,0,1,FRANCOIS FORESTER,CANADA,FERRY,PASSENGER/VEHICLE,861,2004,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16A0312,2016,2016-09-01,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Saint John, NB harbour bridge",0.1,45.26665,-66.0765,RIVER,NO,NO,0,0,1,MISS JAX,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0329,2016,2016-09-01,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"St. John's Coast Guard base, NL.",,47.555,-52.7083,HARBOUR AREA,NO,NO,0,0,1,HARP,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,179.74,1986,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16C0139,2016,2016-09-01,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,Pelee Pt.,11.8,41.83833,-82.275,LAKE,NO,NO,0,0,1,MISSISSAGI,CANADA,CARGO - SOLID,BULK CARRIER,10588,1943,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0326,2016,2016-09-01,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Shag Rock,6.4,54.24828,-132.575,AT SEA (GENERAL),NO,NO,0,0,1,HAIDA ROYAL,CANADA,FISHING,LONG LINER,14.06,1967,,FISHING,NATIVE FISHING,NO,2018-08-15T10:01:40
M16C0142,2016,2016-09-02,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"Hendrickson Island, NWT.",12,69.81833,-134.1783,AT SEA (GENERAL),NO,NO,0,0,2,FATHOM WAVE,CANADA,TUG,N/A,118.93,1974,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16C0143,2016,2016-09-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Sorel, QC",,46.055,-73.1233,RIVER,NO,NO,0,0,1,LAKE ST. CLAIR,ANTIGUA AND BARBUDA,CARGO - SOLID,BULK CARRIER,18825,2005,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0327,2016,2016-09-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Aryox,4.7,55.38718,-129.7047,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SUZIE LEE NO.1,CANADA,FISHING,TRAP,14,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0329,2016,2016-09-02,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Entrance Island,5.5,49.27133,-123.706,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,QUEEN OF COWICHAN,CANADA,FERRY,PASSENGER/VEHICLE,6551.18,1976,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16P0328,2016,2016-09-03,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Rose Spit,12,54.25833,-131.3291,AT SEA (GENERAL),NO,NO,0,0,1,ROYAL PRIDE,CANADA,FISHING,TRAWLER,88.29,1988,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0330,2016,2016-09-03,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,Amphitrite Point,0.15,48.92,-125.5433,AT SEA (GENERAL),NO,NO,0,0,1,STAR QUEEN,CANADA,FISHING,GILLNETTER,4.5,1995,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0333,2016,2016-09-03,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Peile Point,0.8,48.86333,-123.4033,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,KAI XUAN,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,33689,2012,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M16P0338,2016,2016-09-04,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,STRUCK BY VESSEL,PACIFIC REGION,"Tofino harbour, BC",,49.1551,-125.9046,HARBOUR AREA,NO,NO,0,0,2,CAPE ANN,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,33.79,2004,,SERVICE,SAR,NO,2018-08-15T10:01:40
M16A0324,2016,2016-09-05,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"Burnt Church, NB",4.5,47.13653,-65.0571,BAY,NO,NO,0,0,1,BIG BUDDY,CANADA,FISHING,TRAP,14.92,2003,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0325,2016,2016-09-05,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Scaterie, NS",67,45.11385,-58.7211,AT SEA (GENERAL),NO,NO,0,0,1,MARIE-DINA,CANADA,FISHING,LONG LINER,77.03,1978,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16C0144,2016,2016-09-05,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"Lonely Island, Georgian Bay, ON",5.3,45.47333,-81.5483,BAY,NO,NO,0,1,1,VICTORY I,BAHAMAS,PASSENGER,PASSENGER ONLY,4954,2001,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M16A0326,2016,2016-09-06,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Richibucto Cape, NB",3,46.62345,-64.6557,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,11A7972,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0327,2016,2016-09-06,3,ACCIDENT,SHIPPING ACCIDENT,SANK,FOUNDERS (TAKING ON WATER ABOVE THE WATERLINE),ATLANTIC REGION,"St-John's, NL",4,47.53716,-52.5893,BAY,NO,NO,4,0,1,POP'S PRIDE,CANADA,FISHING,OPEN BOAT,,,,UNKNOWN,N/A,YES,2018-08-15T10:01:40
M16P0331,2016,2016-09-06,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Tracy Island,2,54.6631,-130.4778,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,P.E. 85,CANADA,FISHING,TROLLER,9.31,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0334,2016,2016-09-06,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Catala Island,11.5,49.73333,-127.3166,AT SEA (GENERAL),NO,NO,0,0,1,CACHALOT III,CANADA,FISHING,TROLLER,14.54,1977,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16P0335,2016,2016-09-06,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,Active Pass,1.8,48.91572,-123.2974,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,GEORGE H LEDCOR,CANADA,TUG,N/A,81.41,1964,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M16A0328,2016,2016-09-07,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"Cape Fox, NL",0.25,50.85713,-55.8963,AT SEA (GENERAL),NO,NO,0,0,1,WADHAMS VENTURE,CANADA,FISHING,UNKNOWN,14.02,1978,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M16A0352,2016,2016-09-07,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,ATLANTIC REGION,"Miscou Island, NB",10,48.0044,-64.2235,AT SEA (GENERAL),NO,NO,0,0,2,AUDREY & SAMMY,CANADA,FISHING,UNKNOWN,12,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0147,2016,2016-09-07,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Perc�, QC",52,47.7725,-63.404,AT SEA (GENERAL),NO,NO,0,0,1,LE PIRATE DES MERS,CANADA,FISHING,UNKNOWN,13.45,1980,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0354,2016,2016-09-08,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,ATLANTIC REGION,"Westport, NS",27,44.25,-67.0166,BAY,NO,NO,0,0,2,MORNING STAR,CANADA,FISHING,UNKNOWN,180.26,1991,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0369,2016,2016-09-08,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,STRUCK BY VESSEL,ATLANTIC REGION,"Deep Cove, NB.",22.5,44.26,-67.025,AT SEA (GENERAL),NO,NO,0,0,2,MARGARET ELIZABETH NO. 1,CANADA,FISHING,UNKNOWN,369.01,1971,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16A0347,2016,2016-09-09,5,INCIDENT,INCIDENT,PERSON OVERBOARD,N/A,ATLANTIC REGION,"Dartmouth Cove, NS",0.1,44.66066,-63.5598,HARBOUR AREA,NO,NO,0,0,1,C23044NS,CANADA,SERVICE SHIP,WORKBOAT,,,,CARRIAGE OF PEOPLE,TRAINING (SAIL/CADET),NO,2018-08-15T10:01:40
M16P0345,2016,2016-09-09,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,"Grahams Reach, BC",,53.06814,-128.5595,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,CAPTAIN GODDARD M.S.M.,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),253,2013,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M16A0330,2016,2016-09-10,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"West Head, NS.",90,42.13333,-66.4666,AT SEA (GENERAL),NO,NO,0,0,1,LEADING LADY,CANADA,FISHING,UNKNOWN,99.49,1988,,FISHING,FISHING,NO,2018-08-15T10:01:40
M16C0149,2016,2016-09-10,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"Pointe-au-Pic, QC",2.5,47.611,-70.0839,RIVER,NO,NO,0,0,1,MARIA DESGAGNES,CANADA,CARGO - LIQUID,PRODUCT/CHEMICAL TANKER,8848,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
